Country,Code,Year,Population (historical estimates),"Indicator:Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%) - Sex:Both sexes",Schizophrenia disorders (share of population) - Sex: Both - Age: Age-standardized,Depressive disorders (share of population) - Sex: Both - Age: Age-standardized,Anxiety disorders (share of population) - Sex: Both - Age: Age-standardized,Bipolar disorders (share of population) - Sex: Both - Age: Age-standardized,Eating disorders (share of population) - Sex: Both - Age: Age-standardized,headcount_ratio_international_povline,headcount_ratio_lower_mid_income_povline,headcount_ratio_upper_mid_income_povline
Italy,ITA,2006,58429904,19.1,0.2989529,3.6535094,4.995475,0.89050627,0.541986,0.65343624517972,0.94058751200184,1.6110452139597002
Italy,ITA,2007,58778480,19.4,0.29806665,3.5929165,5.1149726,0.8904948,0.5399921,0.68024297448851,1.0675250208877198,1.5769958392662602
Italy,ITA,2007,58778480,19.4,0.29806665,3.5929165,5.1149726,0.8904948,0.5399921,0.68024297448851,1.0675250208877198,1.7495254644452298
Italy,ITA,2008,59224228,19.8,0.29696697,3.5297675,5.260413,0.8905577,0.53725165,0.6974942712404,1.03900651174347,1.6555113555322298
Italy,ITA,2008,59224228,19.8,0.29696697,3.5297675,5.260413,0.8905577,0.53725165,0.7041794906372101,1.04723142143993,1.82556324636166
Italy,ITA,2009,59562844,20.2,0.29588598,3.4801528,5.390523,0.89066154,0.53494817,0.89211690360497,1.27039720555835,1.82402595293079
Italy,ITA,2009,59562844,20.2,0.29588598,3.4801528,5.390523,0.89066154,0.53494817,0.9115793037602,1.2826617016150998,2.11596597625009
Italy,ITA,2010,59822452,20.6,0.29505375,3.4594266,5.4642773,0.8907719,0.5341072,1.2579888287573,1.59657325338517,2.48040887362983
Italy,ITA,2010,59822452,20.6,0.29505375,3.4594266,5.4642773,0.8907719,0.5341072,1.26528952584288,1.60642677231378,2.70353632509153
Italy,ITA,2011,60025952,21.0,0.29430306,3.463267,5.495784,0.8912098,0.53435415,1.15604814953314,1.45031220076022,2.42657816458427
Italy,ITA,2011,60025952,21.0,0.29430306,3.463267,5.495784,0.8912098,0.53435415,1.15604814953314,1.49114046771918,2.69750662653456
Italy,ITA,2012,60190152,21.4,0.29341424,3.4741323,5.5252304,0.89209795,0.53432214,1.17169324002928,1.8004401085489,2.89311244907372
Italy,ITA,2012,60190152,21.4,0.29341424,3.4741323,5.5252304,0.89209795,0.53432214,1.20060849080335,1.82471500460432,3.11874322707355
Italy,ITA,2013,60312600,21.7,0.29253542,3.488475,5.550146,0.8931089,0.53447694,1.36652713246179,1.97218776546472,2.81595077380588
Italy,ITA,2013,60312600,21.7,0.29253542,3.488475,5.550146,0.8931089,0.53447694,1.37316720649828,2.0461236659325,3.17349674280147
Italy,ITA,2014,60322792,22.1,0.2918144,3.500165,5.5680614,0.8939111,0.5347384,1.23212029928105,1.67452277870744,2.74254159545172
Italy,ITA,2014,60322792,22.1,0.2918144,3.500165,5.5680614,0.8939111,0.5347384,1.23212029928105,1.78265266613151,3.09027074660227
Italy,ITA,2015,60232908,22.5,0.29140076,3.5063431,5.5766687,0.89417624,0.5356096,1.9488664076009896,2.5355115866613,3.43940958125564
Italy,ITA,2015,60232908,22.5,0.29140076,3.5063431,5.5766687,0.89417624,0.5356096,1.9488664076009896,2.55596998593351,3.86843038059398
Italy,ITA,2016,60118628,22.9,0.29148558,3.504679,5.5657377,0.8940325,0.5410652,1.62586788636231,2.24704479413953,3.1586957840964
Italy,ITA,2016,60118628,22.9,0.29148558,3.504679,5.5657377,0.8940325,0.5410652,1.6299454933417,2.25150635728726,3.40490484059977
Jamaica,JAM,1990,2392035,10.4,0.2753024,3.030775,3.9264543,0.94483757,0.18325143,4.57000415454923,20.661958177537727,50.03462124359507
Jamaica,JAM,1990,2392035,10.4,0.2753024,3.030775,3.9264543,0.94483757,0.18325143,2.88048746710981,16.56280293588145,49.45298435119789
Jamaica,JAM,1993,2459064,11.5,0.27519011,2.9390726,3.913324,0.9449035,0.1868266,9.83469482421874,31.009658203125,64.729536048857
Jamaica,JAM,1993,2459064,11.5,0.27519011,2.9390726,3.913324,0.9449035,0.1868266,7.418186035156241,26.2010498046875,64.40103099707628
Jamaica,JAM,1996,2532895,12.8,0.27520114,2.9154985,3.9102194,0.94487274,0.18890731,3.4280403618886104,14.30703299215947,43.15950758008436
Jamaica,JAM,1996,2532895,12.8,0.27520114,2.9154985,3.9102194,0.94487274,0.18890731,2.56286081186527,11.42205703442993,42.81177725344138
Jamaica,JAM,1999,2596276,14.3,0.27540866,2.932797,3.9158044,0.9448127,0.18921313,2.61432505273595,10.1069723914712,30.69166356925225
Jamaica,JAM,1999,2596276,14.3,0.27540866,2.932797,3.9158044,0.9448127,0.18921313,2.31470324604808,8.53273341637152,30.42935100111144
Jamaica,JAM,2002,2638248,16.0,0.27607206,2.9417958,3.9158509,0.9446816,0.18917055,2.73290027592599,11.29703763299258,33.5750157392147
Jamaica,JAM,2002,2638248,16.0,0.27607206,2.9417958,3.9158509,0.9446816,0.18917055,2.12869125577269,8.89016149170881,33.33802298975103
Jamaica,JAM,2004,2664027,17.2,0.2768158,2.9509726,3.9161413,0.9445687,0.18961962,1.65584573545277,8.82891742803835,29.23493006054717
Jamaica,JAM,2004,2664027,17.2,0.2768158,2.9509726,3.9161413,0.9445687,0.18961962,1.17724592699002,7.235369193433621,29.065623218931343
Japan,JPN,2008,128077632,3.2,0.303236,2.1888876,2.5337436,0.6518986,0.38518617,0.47982560789475,0.7187239745149999,1.44733092986226
Japan,JPN,2008,128077632,3.2,0.303236,2.1888876,2.5337436,0.6518986,0.38518617,0.47982560789475,0.98372508343771,2.2203061465420704
Japan,JPN,2010,128105432,3.5,0.30505535,2.1467483,2.450816,0.64424115,0.3866621,0.0,0.2428056502604799,0.4829802882335899
Japan,JPN,2010,128105432,3.5,0.30505535,2.1467483,2.450816,0.64424115,0.3866621,0.0,0.2428056502604799,0.4829802882335899
Japan,JPN,2013,127678920,3.9,0.3063437,2.1146352,2.37093,0.6442718,0.38750833,0.72788788742459,0.94340350645419,1.20940649004075
Japan,JPN,2013,127678920,3.9,0.3063437,2.1146352,2.37093,0.6442718,0.38750833,0.72788788742459,0.94340350645419,1.44673684515009
Jordan,JOR,1992,3866894,17.7,0.25482488,4.549896,4.796475,0.78333414,0.17048566,2.70721435546874,16.68146972656249,44.04416015624999
Jordan,JOR,1992,3866894,17.7,0.25482488,4.549896,4.796475,0.78333414,0.17048566,0.6385363769531199,6.868979492187489,32.498618164062506
Jordan,JOR,1997,4733666,20.7,0.25384015,4.5256658,4.810075,0.7842621,0.16684917,1.48065307617187,13.386230468749998,45.28902832031249
Jordan,JOR,1997,4733666,20.7,0.25384015,4.5256658,4.810075,0.7842621,0.16684917,0.4066491699218699,4.22058349609374,31.4246142578125
Jordan,JOR,2002,5275531,23.7,0.25314274,4.4592996,4.8205557,0.78537595,0.16978729,0.9849342240447,8.56724978890111,35.56109767240026
Jordan,JOR,2002,5275531,23.7,0.25314274,4.4592996,4.8205557,0.78537595,0.16978729,0.19518050501703,2.6836870624375098,22.75209225524244
Jordan,JOR,2006,6075550,26.2,0.25337642,4.34436,4.813886,0.78436065,0.17622727,0.28905168753255,3.85611006861292,24.43411526544928
Jordan,JOR,2006,6075550,26.2,0.25337642,4.34436,4.813886,0.78436065,0.17622727,0.0908874513200012,0.86569402905843,13.535391614681618
Jordan,JOR,2008,6632880,27.5,0.2535513,4.223769,4.8363237,0.7842131,0.18120041,0.11823338528817,2.84724576744002,23.006028950194672
Jordan,JOR,2008,6632880,27.5,0.2535513,4.223769,4.8363237,0.7842131,0.18120041,0.0108050569270108,0.56369615526755,12.01138844540696
Jordan,JOR,2010,6931263,28.9,0.25375903,4.138052,4.8592014,0.7839044,0.18591112,0.10412249606625,2.0360296527583097,17.49226431666899
Jordan,JOR,2010,6931263,28.9,0.25375903,4.138052,4.8592014,0.7839044,0.18591112,0.040854882816192,0.38067847934229,8.178718915925499
Kazakhstan,KAZ,1993,16979700,11.3,0.27400488,3.4700375,2.1202223,0.5075547,0.12848592,5.20112408461291,21.77616064782225,54.5716248861286
Kazakhstan,KAZ,1993,16979700,11.3,0.27400488,3.4700375,2.1202223,0.5075547,0.12848592,8.43530284204127,29.0671704525728,70.20172051895054
Kazakhstan,KAZ,1996,16144248,12.2,0.27305257,3.4789097,2.1231449,0.5076363,0.12381553,5.91126796067557,21.75447441391479,52.564910511721706
Kazakhstan,KAZ,1996,16144248,12.2,0.27305257,3.4789097,2.1231449,0.5076363,0.12381553,7.94050920090748,29.266448197630453,65.58797580035292
Kazakhstan,KAZ,2001,15281288,14.0,0.2710443,3.5468998,2.1297104,0.50772357,0.11904958,8.86023432064843,29.433216989164627,61.63814669582239
Kazakhstan,KAZ,2001,15281288,14.0,0.2710443,3.5468998,2.1297104,0.50772357,0.11904958,12.814419388579,37.60606430014733,74.45077492536102
Kazakhstan,KAZ,2002,15338962,14.3,0.27173308,3.5423431,2.1275942,0.50772446,0.1210713,5.61120962895495,24.86872444324587,58.62685413695079
Kazakhstan,KAZ,2002,15338962,14.3,0.27173308,3.5423431,2.1275942,0.50772446,0.1210713,8.88737207711862,33.3938131302289,72.29520215539596
Kazakhstan,KAZ,2003,15416709,14.6,0.27264708,3.5351334,2.124949,0.50772214,0.123409964,3.68597338428543,19.87483075382113,52.88455205678604
Kazakhstan,KAZ,2003,15416709,14.6,0.27264708,3.5351334,2.124949,0.50772214,0.123409964,6.1678131877071305,27.96178504887188,67.57898320482408
Kazakhstan,KAZ,2004,15521921,15.0,0.27359086,3.5268164,2.122615,0.50773126,0.12648007,1.75401777071684,13.9641179558664,48.15216000574892
Kazakhstan,KAZ,2004,15521921,15.0,0.27359086,3.5268164,2.122615,0.50773126,0.12648007,3.3167065901499195,21.59694752926251,64.32374951635987
Kazakhstan,KAZ,2005,15656255,15.4,0.27437657,3.5180843,2.1210685,0.5077381,0.12943274,5.8197411901639695,21.71564999274448,48.904794733058736
Kazakhstan,KAZ,2005,15656255,15.4,0.27437657,3.5180843,2.1210685,0.5077381,0.12943274,8.661421346861129,28.44194289194597,61.45545015009755
Kazakhstan,KAZ,2006,15822751,15.8,0.27513018,3.5054195,2.119873,0.5077377,0.1323342,0.46562641057244,4.81991796851043,30.693211354341308
Kazakhstan,KAZ,2006,15822751,15.8,0.27513018,3.5054195,2.119873,0.5077377,0.1323342,1.01147231832604,8.4174675468409,50.7673618091882
Kazakhstan,KAZ,2007,16006138,16.2,0.27603385,3.4858682,2.1183715,0.5077302,0.13518329,0.22497468738091,2.30611289514193,20.31471228818186
Kazakhstan,KAZ,2007,16006138,16.2,0.27603385,3.4858682,2.1183715,0.5077302,0.13518329,0.38554861315699,4.46450017061041,37.95595200328492
Kazakhstan,KAZ,2008,16196521,16.6,0.27698144,3.4649088,2.1167684,0.5077138,0.13856472,0.0136677257949898,1.71611366831371,18.06679730108668
Kazakhstan,KAZ,2008,16196521,16.6,0.27698144,3.4649088,2.1167684,0.5077138,0.13856472,0.24286519069544,3.36806507867802,36.67193992537272
Kazakhstan,KAZ,2009,16402365,17.1,0.2778637,3.4462671,2.1154418,0.5076986,0.14144936,0.0958171577744372,2.01790397739693,19.05088050573373
Kazakhstan,KAZ,2009,16402365,17.1,0.2778637,3.4462671,2.1154418,0.5076986,0.14144936,0.24416531660974,3.9922897190087903,37.56747313443357
Kazakhstan,KAZ,2010,16627839,17.6,0.27857465,3.4336832,2.114571,0.5076824,0.14436117,0.0946243040252106,1.47837463178451,14.642638643262778
Kazakhstan,KAZ,2010,16627839,17.6,0.27857465,3.4336832,2.114571,0.5076824,0.14436117,0.19512290444497,2.86597231423831,32.04460952993239
Kazakhstan,KAZ,2011,16864920,18.1,0.27923888,3.4315803,2.1142452,0.5076654,0.14736678,0.0305771114385246,0.5625870128928799,6.98480111757374
Kazakhstan,KAZ,2011,16864920,18.1,0.27923888,3.4315803,2.1142452,0.5076654,0.14736678,0.0710947707305642,1.0665477642537,19.168258926623512
Kazakhstan,KAZ,2012,17102868,18.7,0.27999407,3.4372268,2.1141398,0.5076402,0.15028055,0.0251463567799234,0.37136577031754,6.93035947670873
Kazakhstan,KAZ,2012,17102868,18.7,0.27999407,3.4372268,2.1141398,0.5076402,0.15028055,0.0384241080224304,0.90491553264886,18.99745013593963
Kazakhstan,KAZ,2013,17345734,19.3,0.28074765,3.4468188,2.1141655,0.5076149,0.15324259,0.0193952856468788,0.2263648828056,4.37596396619432
Kazakhstan,KAZ,2013,17345734,19.3,0.28074765,3.4468188,2.1141655,0.5076149,0.15324259,0.0331096286377163,0.44940067361302,13.72561746746358
Kazakhstan,KAZ,2014,17592296,19.9,0.28140858,3.4562953,2.114135,0.5075899,0.15556279,0.0026317508435739,0.2118243114686699,4.90471217808158
Kazakhstan,KAZ,2014,17592296,19.9,0.28140858,3.4562953,2.114135,0.5075899,0.15556279,0.0192752586098726,0.50717969555703,14.81978009489899
Kazakhstan,KAZ,2015,17835908,20.6,0.281887,3.460202,2.1137054,0.50756085,0.15774341,0.0107684181137611,0.29918805122718,5.926848724143699
Kazakhstan,KAZ,2015,17835908,20.6,0.281887,3.460202,2.1137054,0.50756085,0.15774341,0.0382705867123472,0.6695304208601099,17.21761539466125
Kazakhstan,KAZ,2016,18078558,21.3,0.2822653,3.4613476,2.1107426,0.50752777,0.15926217,0.01151560542913,0.56019906904892,9.57720689640902
Kazakhstan,KAZ,2016,18078558,21.3,0.2822653,3.4613476,2.1107426,0.50752777,0.15926217,0.0505287176426844,1.25880700328768,23.76524487230948
Kenya,KEN,1992,24655724,1.7,0.21398287,4.983737,3.3671312,0.6019744,0.098284416,31.6687060546875,54.430266113281256,76.215458984375
Kenya,KEN,1992,24655724,1.7,0.21398287,4.983737,3.3671312,0.6019744,0.098284416,26.4451416015625,48.779541015624986,74.90956787109376
Kenya,KEN,1994,26133748,1.8,0.2138267,4.984862,3.3664858,0.60204065,0.097682126,31.68947322887925,60.88014306988296,84.46324373149821
Kenya,KEN,1994,26133748,1.8,0.2138267,4.984862,3.3664858,0.60204065,0.097682126,25.88055407274372,53.52287392745965,83.21879714725937
Kenya,KEN,1997,28364268,2.2,0.21389696,5.0559134,3.368907,0.6021356,0.09662347,32.21120559313295,59.77296570365159,83.25516732412747
Kenya,KEN,1997,28364268,2.2,0.21389696,5.0559134,3.368907,0.6021356,0.09662347,25.39386316890336,53.46512830226951,82.09270521378532
Kenya,KEN,2005,35843016,3.3,0.21537039,5.072726,3.3713121,0.60221463,0.09466197,43.897107815271,69.63131554713566,88.33863900246553
Kenya,KEN,2005,35843016,3.3,0.21537039,5.072726,3.3713121,0.60221463,0.09466197,36.673839214698326,64.39965858641791,87.38846783448516
Kenya,KEN,2015,46851496,5.7,0.21532895,4.7195163,3.408533,0.6019044,0.10184317,37.07855939254282,66.50182848955282,86.61892267494973
Kenya,KEN,2015,46851496,5.7,0.21532895,4.7195163,3.408533,0.6019044,0.10184317,29.36510585498808,59.57287152913244,85.72385900346833
Kiribati,KIR,2006,100095,38.8,0.26051617,2.9909568,3.9897263,0.25720713,0.068528526,12.86929706533214,34.601452871243936,69.40533760199071
Kiribati,KIR,2006,100095,38.8,0.26051617,2.9909568,3.9897263,0.25720713,0.068528526,14.02715236860688,37.80241401714805,77.44116820014997
Kyrgyzstan,KGZ,1998,4810415,8.1,0.26291922,3.5954926,2.056865,0.5158156,0.08448375,27.24113032912083,49.42733657591434,75.26621773012201
Kyrgyzstan,KGZ,1998,4810415,8.1,0.26291922,3.5954926,2.056865,0.5158156,0.08448375,28.42345722026383,51.45007284005189,80.23963681048332
Kyrgyzstan,KGZ,2000,4935185,8.6,0.26198095,3.5799265,2.0586774,0.51576984,0.08172697,35.13557730538928,72.8106895221702,92.16966324554627
Kyrgyzstan,KGZ,2000,4935185,8.6,0.26198095,3.5799265,2.0586774,0.51576984,0.08172697,38.18244014361368,75.67804517227395,95.17490151595526
Kyrgyzstan,KGZ,2001,4981443,8.9,0.26178354,3.5722513,2.0583668,0.5157497,0.08150791,31.372766311742826,68.61239340674736,92.99667926478163
Kyrgyzstan,KGZ,2001,4981443,8.9,0.26178354,3.5722513,2.0583668,0.5157497,0.08150791,33.35690264567288,71.53940051792794,95.03218281793822
Kyrgyzstan,KGZ,2002,5026646,9.2,0.26155674,3.5594757,2.0582805,0.5157523,0.08161907,28.29657716287659,66.97544262425585,91.27060166338276
Kyrgyzstan,KGZ,2002,5026646,9.2,0.26155674,3.5594757,2.0582805,0.5157523,0.08161907,31.14936255266888,69.68855246448744,94.59685140184558
Kyrgyzstan,KGZ,2003,5078276,9.5,0.26133794,3.5464828,2.058186,0.51576185,0.0816862,22.3424457861986,64.0877386907479,91.22511510718594
Kyrgyzstan,KGZ,2003,5078276,9.5,0.26133794,3.5464828,2.058186,0.51576185,0.0816862,25.70317874903839,67.53531943195536,94.08108749754756
Kyrgyzstan,KGZ,2004,5137043,9.8,0.26116392,3.5321438,2.0579307,0.5157702,0.081885755,9.88840786289519,41.20415416480738,73.98025450877897
Kyrgyzstan,KGZ,2004,5137043,9.8,0.26116392,3.5321438,2.0579307,0.5157702,0.081885755,11.57546949096996,44.22837444576778,80.02836706719879
Kyrgyzstan,KGZ,2005,5193112,10.1,0.2610692,3.5175982,2.0574107,0.5157723,0.08183867,12.05697418000584,46.49575144912484,79.93687440404823
Kyrgyzstan,KGZ,2005,5193112,10.1,0.2610692,3.5175982,2.0574107,0.5157723,0.08183867,13.574837116203131,49.70250948678771,84.69190955912701
Kyrgyzstan,KGZ,2006,5246785,10.4,0.26103672,3.4994943,2.056548,0.5157767,0.082108,7.268309019446841,34.166712102380906,66.47463803203365
Kyrgyzstan,KGZ,2006,5246785,10.4,0.26103672,3.4994943,2.056548,0.5157767,0.082108,8.37143420179909,36.99131535757137,72.88154081922849
Kyrgyzstan,KGZ,2007,5294777,10.8,0.26102436,3.4762325,2.055459,0.51579577,0.08288215,7.926718953707599,30.895843045728988,66.92432131702417
Kyrgyzstan,KGZ,2007,5294777,10.8,0.26102436,3.4762325,2.055459,0.51579577,0.08288215,8.752659227500981,33.60964405478587,74.21088460176018
Kyrgyzstan,KGZ,2008,5345425,11.1,0.26103354,3.4530137,2.0542648,0.5158158,0.08373735,2.87067130992894,20.11835623944495,58.84565310985619
Kyrgyzstan,KGZ,2008,5345425,11.1,0.26103354,3.4530137,2.0542648,0.5158158,0.08373735,3.30928851750733,22.7397872927367,67.57912671372064
Kyrgyzstan,KGZ,2009,5414084,11.5,0.26106626,3.4326015,2.0532603,0.5158267,0.08464212,1.3625479979189998,15.981577577835427,57.800777607516906
Kyrgyzstan,KGZ,2009,5414084,11.5,0.26106626,3.4326015,2.0532603,0.5158267,0.08464212,1.54693070228298,18.65248163622133,67.58045214532915
Kyrgyzstan,KGZ,2010,5483781,11.9,0.2611205,3.4210966,2.0527778,0.51582813,0.085693285,2.81661430588025,19.03231471132404,60.75800198022593
Kyrgyzstan,KGZ,2010,5483781,11.9,0.2611205,3.4210966,2.0527778,0.51582813,0.085693285,3.5214179898518703,21.37458347782468,70.51610721394327
Kyrgyzstan,KGZ,2011,5552339,12.4,0.26125875,3.4173188,2.0534813,0.5158261,0.086764246,0.90876334451272,16.541066449067408,60.15795428088032
Kyrgyzstan,KGZ,2011,5552339,12.4,0.26125875,3.4173188,2.0534813,0.5158261,0.086764246,1.25777040757236,19.29961717955965,70.61539132311393
Kyrgyzstan,KGZ,2012,5631955,12.9,0.26150277,3.4142256,2.055371,0.51582843,0.08787638,2.48216904630436,17.08976170008756,63.46789849499286
Kyrgyzstan,KGZ,2012,5631955,12.9,0.26150277,3.4142256,2.055371,0.51582843,0.08787638,2.62981471565378,19.99512891343368,73.26455466971164
Kyrgyzstan,KGZ,2013,5719561,13.5,0.2617916,3.4118388,2.057651,0.5158312,0.08884707,2.22423624622712,21.33489749245097,64.27615352203507
Kyrgyzstan,KGZ,2013,5719561,13.5,0.2617916,3.4118388,2.057651,0.5158312,0.08884707,2.62000409048392,24.11255259769504,73.3161218380774
Kyrgyzstan,KGZ,2014,5814426,14.1,0.2620658,3.408539,2.0595846,0.5158285,0.08987303,0.86349874288524,14.91032064546719,60.6959828117726
Kyrgyzstan,KGZ,2014,5814426,14.1,0.2620658,3.408539,2.0595846,0.5158285,0.08987303,1.048443573237,17.60194769145054,70.81310040570011
Kyrgyzstan,KGZ,2015,5914985,14.7,0.26226377,3.4073129,2.0603633,0.5158184,0.090874285,1.83347270848815,18.44333656812816,63.8777637054399
Kyrgyzstan,KGZ,2015,5914985,14.7,0.26226377,3.4073129,2.0603633,0.5158184,0.090874285,2.1805963238895503,21.07988916364113,73.83235122416326
Kyrgyzstan,KGZ,2016,6018303,15.4,0.26255694,3.398904,2.0580704,0.5158032,0.09142109,1.00534258086811,14.07943889642336,61.40894259821879
Kyrgyzstan,KGZ,2016,6018303,15.4,0.26255694,3.398904,2.0580704,0.5158032,0.09142109,1.14351041022972,17.01551959084216,71.25146784187149
Laos,LAO,1992,4561117,0.8,0.26274595,2.951715,4.2486377,0.32492644,0.0669257,31.11490182928568,67.77038236564546,90.05785963221155
Laos,LAO,1992,4561117,0.8,0.26274595,2.951715,4.2486377,0.32492644,0.0669257,23.70080339654888,62.48734314251684,90.14634160649588
Laos,LAO,1997,5150539,1.1,0.26502863,2.897817,4.2571845,0.3248708,0.06934387,50.74827946823507,81.9595296170533,94.6327165577384
Laos,LAO,1997,5150539,1.1,0.26502863,2.897817,4.2571845,0.3248708,0.06934387,43.1954438581222,78.68919297653795,94.64513222362056
Laos,LAO,2002,5606103,1.6,0.26733688,2.7915688,4.2507524,0.32480997,0.072949894,32.08483645753964,70.94517209407589,91.85291310802828
Laos,LAO,2002,5606103,1.6,0.26733688,2.7915688,4.2507524,0.32480997,0.072949894,25.3698817357066,65.33673597352407,91.88882748689934
Laos,LAO,2007,6041355,2.4,0.269248,2.7448363,4.2977996,0.32476985,0.077728026,25.728207630734403,64.13916177604754,88.20196604037771
Laos,LAO,2007,6041355,2.4,0.269248,2.7448363,4.2977996,0.32476985,0.077728026,19.54654011991936,58.47346979243433,88.28030679408262
Laos,LAO,2012,6508806,3.4,0.27335882,2.7131844,4.4322624,0.3247488,0.085019894,14.51341806864371,46.58334856128515,78.71041309643917
Laos,LAO,2012,6508806,3.4,0.27335882,2.7131844,4.4322624,0.3247488,0.085019894,10.89104423435207,40.49476500028307,78.79207454762873
Latvia,LVA,1993,2638889,19.2,0.27708068,4.3151555,3.7626197,0.5210576,0.13310908,0.0,2.67060058593749,29.93523192561171
Latvia,LVA,1993,2638889,19.2,0.27708068,4.3151555,3.7626197,0.5210576,0.13310908,0.016102294921875,3.866650390625,40.09807909193545
Latvia,LVA,1995,2570150,19.7,0.27628726,4.284734,3.7648618,0.5211202,0.12952754,0.0,5.55582548232463,21.78985587238752
Latvia,LVA,1995,2570150,19.7,0.27628726,4.284734,3.7648618,0.5211202,0.12952754,0.0305729702914362,6.31195041185176,29.08098052743021
Latvia,LVA,1996,2534288,19.9,0.27634907,4.262384,3.7647672,0.52112114,0.12835053,1.52698476770794,7.031829153669331,23.20428061654171
Latvia,LVA,1996,2534288,19.9,0.27634907,4.262384,3.7647672,0.52112114,0.12835053,1.76558918841218,7.763290094300721,30.705879296891
Latvia,LVA,1997,2498881,20.2,0.27661198,4.23186,3.7637591,0.5210994,0.12703234,2.03222235317074,8.05775216338769,29.63699136963355
Latvia,LVA,1997,2498881,20.2,0.27661198,4.23186,3.7637591,0.5210994,0.12703234,2.19710157247711,9.14834299669043,37.77735702514147
Latvia,LVA,1998,2462333,20.4,0.27697513,4.199876,3.7623591,0.52106816,0.1265273,1.62040573119944,6.972227290856909,26.19115516965752
Latvia,LVA,1998,2462333,20.4,0.27697513,4.199876,3.7623591,0.52106816,0.1265273,1.75643532700229,8.00049089502758,34.51273016759866
Latvia,LVA,2002,2326150,21.2,0.27827093,4.0803337,3.7557306,0.52095944,0.12852554,0.61737946242631,3.42150595425789,15.03512804790871
Latvia,LVA,2002,2326150,21.2,0.27827093,4.0803337,3.7557306,0.52095944,0.12852554,0.7171941301015899,3.65001556687575,20.34259430028077
Latvia,LVA,2003,2294342,21.5,0.27875435,4.0363355,3.7531068,0.52091986,0.13171314,0.5377556835691301,2.83554950994591,11.14723546275935
Latvia,LVA,2003,2294342,21.5,0.27875435,4.0363355,3.7531068,0.52091986,0.13171314,0.60446307188255,3.3801718467345303,15.33950590994838
Latvia,LVA,2004,2263453,21.7,0.2792453,3.9937322,3.751018,0.5208801,0.13486812,0.2523299006924,2.21796401416703,11.7408700542226
Latvia,LVA,2004,2263453,21.7,0.2792453,3.9937322,3.751018,0.5208801,0.13486812,2.4010200102321697,5.4373008407312895,15.19647837243734
Latvia,LVA,2004,2263453,21.7,0.2792453,3.9937322,3.751018,0.5208801,0.13486812,0.28444553042938,2.39622464260008,15.610405808224751
Latvia,LVA,2004,2263453,21.7,0.2792453,3.9937322,3.751018,0.5208801,0.13486812,2.49039920148396,5.80158233982859,19.280393547286508
Latvia,LVA,2005,2233165,22.0,0.279676,3.958981,3.7504952,0.5208483,0.13753831,2.25085564957936,4.82776760544152,13.990389956826627
Latvia,LVA,2005,2233165,22.0,0.279676,3.958981,3.7504952,0.5208483,0.13753831,2.36202169497339,5.1731577620594,17.26263014535639
Latvia,LVA,2006,2203917,22.3,0.28017974,3.9224555,3.75344,0.5208261,0.14021789,1.45267618536371,2.62819119336954,7.71426239117867
Latvia,LVA,2006,2203917,22.3,0.28017974,3.9224555,3.75344,0.5208261,0.14021789,1.55333166338107,2.72782418369012,9.384600905870313
Latvia,LVA,2007,2176059,22.6,0.28085634,3.8739426,3.7599537,0.52080643,0.14279383,0.0213054285053826,0.7926570416363601,4.723003324802811
Latvia,LVA,2007,2176059,22.6,0.28085634,3.8739426,3.7599537,0.52080643,0.14279383,0.62037141241483,1.59633752593716,4.8738725983317
Latvia,LVA,2007,2176059,22.6,0.28085634,3.8739426,3.7599537,0.52080643,0.14279383,0.0213054285053826,0.8294331824022699,6.75333808973513
Latvia,LVA,2007,2176059,22.6,0.28085634,3.8739426,3.7599537,0.52080643,0.14279383,0.6350042858292,1.70933241991087,6.1405960699541495
Latvia,LVA,2008,2150411,22.9,0.2815899,3.8246107,3.7674346,0.52077734,0.14568886,0.0271271871678334,0.6349328286058,4.3107607519377
Latvia,LVA,2008,2150411,22.9,0.2815899,3.8246107,3.7674346,0.52077734,0.14568886,1.22410789021123,2.35437550223519,6.1009932712056
Latvia,LVA,2008,2150411,22.9,0.2815899,3.8246107,3.7674346,0.52077734,0.14568886,0.0271271871678334,0.81619295409777,6.965258934156569
Latvia,LVA,2008,2150411,22.9,0.2815899,3.8246107,3.7674346,0.52077734,0.14568886,1.2787415437685,2.43829697447521,7.873639113413939
Latvia,LVA,2009,2126268,23.2,0.28226176,3.7829046,3.773678,0.520741,0.14849839,0.29251963400164,1.3905210577253,7.640280683843679
Latvia,LVA,2009,2126268,23.2,0.28226176,3.7829046,3.773678,0.520741,0.14849839,1.67721182110426,3.61928064851069,9.48844944223782
Latvia,LVA,2009,2126268,23.2,0.28226176,3.7829046,3.773678,0.520741,0.14849839,0.35493137748408,1.51809621377597,11.36524411203693
Latvia,LVA,2009,2126268,23.2,0.28226176,3.7829046,3.773678,0.520741,0.14849839,1.69677816878328,3.8720790824834497,11.71892332300337
Latvia,LVA,2010,2101537,23.5,0.28275493,3.7593977,3.7766035,0.52068955,0.1505163,1.63601460600722,3.6438834965768696,9.45482173312761
Latvia,LVA,2010,2101537,23.5,0.28275493,3.7593977,3.7766035,0.52068955,0.1505163,1.7326764271630095,3.8340238905934703,11.86003287708201
