Country,Code,Year,Population (historical estimates),"Indicator:Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%) - Sex:Both sexes",Schizophrenia disorders (share of population) - Sex: Both - Age: Age-standardized,Depressive disorders (share of population) - Sex: Both - Age: Age-standardized,Anxiety disorders (share of population) - Sex: Both - Age: Age-standardized,Bipolar disorders (share of population) - Sex: Both - Age: Age-standardized,Eating disorders (share of population) - Sex: Both - Age: Age-standardized,headcount_ratio_international_povline,headcount_ratio_lower_mid_income_povline,headcount_ratio_upper_mid_income_povline
Albania,ALB,1996,3271336,11.0,0.28047624,2.4019294,3.6875575,0.541907,0.09891043,0.92066900711367,11.17414933675462,44.61841668638992
Albania,ALB,1996,3271336,11.0,0.28047624,2.4019294,3.6875575,0.541907,0.09891043,0.53484603570828,8.89844295896261,47.87914293997184
Albania,ALB,2002,3123554,13.9,0.2818834,2.4615242,3.7131746,0.54258114,0.10573936,1.57084335862702,14.13211815688005,49.66963515999645
Albania,ALB,2002,3123554,13.9,0.2818834,2.4615242,3.7131746,0.54258114,0.10573936,1.09264739043891,11.38832417828243,52.09096563041099
Albania,ALB,2005,3032636,15.6,0.28224605,2.4724932,3.7197618,0.54257834,0.11257821,0.86052711252553,8.71568477109178,38.5452539039565
Albania,ALB,2005,3032636,15.6,0.28224605,2.4724932,3.7197618,0.54257834,0.11257821,0.59108568413212,7.28930426002602,40.42842689312635
Albania,ALB,2008,2951690,17.5,0.28405136,2.4544492,3.739848,0.54245985,0.11902477,0.31364958127441,5.25054159180846,31.11034495362427
Albania,ALB,2008,2951690,17.5,0.28405136,2.4544492,3.739848,0.54245985,0.11902477,0.19992514622249,3.90261276643235,33.43185104991724
Albania,ALB,2012,2892191,19.9,0.2859981,2.440708,3.7816541,0.5422916,0.12626739,0.84975444767885,6.18241386926326,34.52890592661766
Albania,ALB,2012,2892191,19.9,0.2859981,2.440708,3.7816541,0.5422916,0.12626739,0.62069088717048,4.80544210043541,36.66775174166481
Albania,ALB,2014,2884100,21.1,0.2867512,2.4422417,3.8113623,0.5422515,0.12968343,1.58089716965821,11.61562086400974,37.03384185206247
Albania,ALB,2014,2884100,21.1,0.2867512,2.4422417,3.8113623,0.5422515,0.12968343,1.02310077401065,9.67596754489744,38.74382594809586
Albania,ALB,2015,2882482,21.7,0.28698042,2.4422338,3.8181894,0.54220194,0.13121219,0.24509790798944,4.69076710832596,24.461184845440588
Albania,ALB,2015,2882482,21.7,0.28698042,2.4422338,3.8181894,0.54220194,0.13121219,0.12062105945625,3.69899795232545,26.15431421895783
Albania,ALB,2016,2881064,22.3,0.28713554,2.441605,3.8151882,0.542146,0.1328488,0.41036422288427,5.46261218520396,23.903491131383788
Albania,ALB,2016,2881064,22.3,0.28713554,2.441605,3.8151882,0.542146,0.1328488,6.68160398486851,17.62164857539816,39.9498910436282
Albania,ALB,2016,2881064,22.3,0.28713554,2.441605,3.8151882,0.542146,0.1328488,0.1393031662291,4.66663544213151,25.41382814979092
Albania,ALB,2016,2881064,22.3,0.28713554,2.441605,3.8151882,0.542146,0.1328488,5.79510177977224,16.19083068156123,41.50009775967017
Algeria,DZA,1995,28478024,12.5,0.24891958,4.193033,4.6305046,0.75633126,0.18593915,5.62411132812499,23.54044921874999,54.59161880224782
Algeria,DZA,1995,28478024,12.5,0.24891958,4.193033,4.6305046,0.75633126,0.18593915,5.77056640624999,24.2483154296875,61.10341868980961
Algeria,DZA,2011,36543548,22.2,0.24835047,4.0510716,4.670081,0.75636977,0.20148145,0.449365234375,3.74460449218749,28.593149414062506
Algeria,DZA,2011,36543548,22.2,0.24835047,4.0510716,4.670081,0.75636977,0.20148145,0.45546752929687,4.0192077636718695,36.574951171875
Angola,AGO,2000,16394067,3.0,0.21145953,5.90626,3.9771934,0.5537959,0.10227342,36.37447783780093,59.678611294677786,80.54871445737817
Angola,AGO,2000,16394067,3.0,0.21145953,5.90626,3.9771934,0.5537959,0.10227342,21.40884776538471,39.5388496284985,67.21181897238377
Angola,AGO,2008,21691524,4.6,0.21521844,5.7775226,3.9832327,0.55388284,0.116300575,34.44685654028125,60.60456763425691,82.92112596469661
Angola,AGO,2008,21691524,4.6,0.21521844,5.7775226,3.9832327,0.55388284,0.116300575,14.63248728688094,37.66629138909447,69.06348405756208
Argentina,ARG,1991,33105766,17.0,0.31062564,2.59628,5.06636,0.97761256,0.28488374,1.28159837452375,5.50865414866426,18.98641766658016
Argentina,ARG,1991,33105766,17.0,0.31062564,2.59628,5.06636,0.97761256,0.28488374,0.97202862867158,2.97245202772493,14.3213227916285
Argentina,ARG,1992,33568280,17.4,0.31051394,2.5996377,5.06241,0.97768486,0.2869326,2.46197792338322,6.110275783632161,18.37707408062406
Argentina,ARG,1992,33568280,17.4,0.31051394,2.5996377,5.06241,0.97768486,0.2869326,1.67371252553374,4.089052350531619,14.871609473437111
Argentina,ARG,1993,34027240,17.8,0.31043887,2.6029038,5.0600786,0.9777684,0.28832465,2.81819947224729,7.026528521873559,17.842961202941098
Argentina,ARG,1993,34027240,17.8,0.31043887,2.6029038,5.0600786,0.9777684,0.28832465,1.97666617166051,4.88293866112259,15.07040129767766
Argentina,ARG,1994,34488696,18.2,0.31039718,2.6075854,5.0591183,0.9778546,0.29146907,2.67456148013629,6.760663240253651,20.64288921657324
Argentina,ARG,1994,34488696,18.2,0.31039718,2.6075854,5.0591183,0.9778546,0.29146907,1.91132659932257,4.41681918984579,15.68235195038992
Argentina,ARG,1995,34946116,18.5,0.31038442,2.6101468,5.0594,0.9779409,0.29287174,4.92487666124219,10.17540376580666,24.55846635848486
Argentina,ARG,1995,34946116,18.5,0.31038442,2.6101468,5.0594,0.9779409,0.29287174,3.85543438890523,7.400766501533599,20.47920416906493
Argentina,ARG,1996,35389360,18.9,0.3104554,2.6141539,5.0627203,0.9780294,0.29576775,5.30216867285934,12.02962133202975,26.30922158300912
Argentina,ARG,1996,35389360,18.9,0.3104554,2.6141539,5.0627203,0.9780294,0.29576775,4.2175671838763,8.34633596500708,22.40096094248587
Argentina,ARG,1997,35815968,19.3,0.3106239,2.615236,5.069406,0.97811425,0.299734,4.820756940074309,11.182163681884049,25.13460163292033
Argentina,ARG,1997,35815968,19.3,0.3106239,2.615236,5.069406,0.97811425,0.299734,3.76575080725686,7.80552371654709,21.34551679914167
Argentina,ARG,1998,36233196,19.7,0.31082502,2.6173654,5.0771475,0.9781832,0.30309895,5.57585388262287,12.530877286122193,27.850191142829427
Argentina,ARG,1998,36233196,19.7,0.31082502,2.6173654,5.0771475,0.9781832,0.30309895,3.96918879417352,8.27855022820365,23.29601164620497
Argentina,ARG,1999,36653032,20.1,0.31099257,2.6191437,5.0836987,0.97823006,0.30575922,5.52938497353887,13.063400304451989,28.483677075311643
Argentina,ARG,1999,36653032,20.1,0.31099257,2.6191437,5.0836987,0.97823006,0.30575922,4.187958436971511,8.91652310756868,24.2249596672385
Argentina,ARG,2000,37070772,20.5,0.31105858,2.6201203,5.086851,0.9782552,0.3072642,6.791716882146839,15.062843989951,31.48535527397788
Argentina,ARG,2000,37070772,20.5,0.31105858,2.6201203,5.086851,0.9782552,0.3072642,4.98826136031183,10.699219169243609,26.296561036813333
Argentina,ARG,2001,37480492,20.9,0.31093073,2.6220922,5.088034,0.98460674,0.30651042,10.67957347680381,19.20714302579091,36.91332249631622
Argentina,ARG,2001,37480492,20.9,0.31093073,2.6220922,5.088034,0.98460674,0.30651042,8.23478682494225,15.397690230835831,31.06722866340444
Argentina,ARG,2002,37885024,21.4,0.3106408,2.625571,5.089757,0.9997332,0.304961,16.94100342048484,30.259113322108128,49.85426902412545
Argentina,ARG,2002,37885024,21.4,0.3106408,2.625571,5.089757,0.9997332,0.304961,12.44715453882538,23.97106877593678,44.37977562558613
Argentina,ARG,2003,38278164,21.8,0.31030717,2.6273024,5.0913215,1.0177805,0.30294254,7.86846217954535,17.332336043860618,33.694648274094305
Argentina,ARG,2003,38278164,21.8,0.31030717,2.6273024,5.0913215,1.0177805,0.30294254,5.27926261750941,12.53603043028262,29.556793195319592
Argentina,ARG,2004,38668796,22.3,0.3100471,2.6299448,5.0919785,1.0328883,0.3019962,5.741770815992011,13.90442501878838,29.23691973869686
Argentina,ARG,2004,38668796,22.3,0.3100471,2.6299448,5.0919785,1.0328883,0.3019962,3.81300630307529,9.59616590810402,24.73025350089953
Argentina,ARG,2005,39070504,22.8,0.30997583,2.6289823,5.091139,1.0392022,0.30167902,4.16914986657446,11.16050772821174,25.007701435368467
Argentina,ARG,2005,39070504,22.8,0.30997583,2.6289823,5.091139,1.0392022,0.30167902,2.63117881983875,7.868301236414001,20.7807154680811
Argentina,ARG,2006,39476856,23.2,0.3102805,2.6047487,5.068065,1.0391719,0.30288535,3.2612633032119698,8.79107797937761,20.31843100943488
Argentina,ARG,2006,39476856,23.2,0.3102805,2.6047487,5.068065,1.0391719,0.30288535,2.11825600775217,5.90785408542935,16.791788936835168
Argentina,ARG,2007,39876116,23.7,0.3109236,2.551156,5.0160227,1.0391463,0.30518323,2.6050105194876503,7.196721925390411,19.24057019862884
Argentina,ARG,2007,39876116,23.7,0.3109236,2.551156,5.0160227,1.0391463,0.30518323,1.72366832755736,4.88736320253028,15.40162122024737
Argentina,ARG,2008,40273768,24.2,0.31168434,2.487661,4.95535,1.0391239,0.3085439,2.48626127765868,6.98093240786076,17.11024425168087
Argentina,ARG,2008,40273768,24.2,0.31168434,2.487661,4.95535,1.0391239,0.3085439,1.58667020551422,4.67650967290257,14.07133093524143
Argentina,ARG,2009,40684344,24.7,0.3123423,2.4350693,4.90632,1.0391033,0.3120873,2.34228929151705,6.13528092800819,15.61231504240746
Argentina,ARG,2009,40684344,24.7,0.3123423,2.4350693,4.90632,1.0391033,0.3120873,1.52407203274531,3.99919594416244,12.77034676619098
Argentina,ARG,2010,41100124,25.3,0.3126768,2.413849,4.889307,1.0390866,0.31553122,1.44209307722095,4.930344965769979,14.07072185034846
Argentina,ARG,2010,41100124,25.3,0.3126768,2.413849,4.889307,1.0390866,0.31553122,0.7493294108166699,3.08836355709583,11.24584950820496
Argentina,ARG,2011,41520736,25.8,0.3126622,2.4141257,4.8977876,1.0390755,0.3182385,1.1354005103232,3.31858939133231,11.6215232395852
Argentina,ARG,2011,41520736,25.8,0.3126622,2.4141257,4.8977876,1.0390755,0.3182385,0.70741950977296,2.10339961111334,9.01318639729798
Argentina,ARG,2012,41952364,26.3,0.31248406,2.4159813,4.910255,1.039073,0.3215158,1.1555537822503,3.4965819145505903,10.6643173538739
Argentina,ARG,2012,41952364,26.3,0.31248406,2.4159813,4.910255,1.039073,0.3215158,0.64078860151052,2.28522839102869,8.49776187502963
Argentina,ARG,2013,42388268,26.9,0.31224054,2.4191957,4.9245386,1.039076,0.3248527,1.01586625260157,3.2226423774731603,10.79385653662287
Argentina,ARG,2013,42388268,26.9,0.31224054,2.4191957,4.9245386,1.039076,0.3248527,0.62253532606768,1.99307462031543,8.46008446759536
Argentina,ARG,2014,42824064,27.4,0.31203017,2.4207559,4.938433,1.0390805,0.3277988,0.9288412011436,3.63150220434038,11.79426317344665
Argentina,ARG,2014,42824064,27.4,0.31203017,2.4207559,4.938433,1.0390805,0.3277988,0.6124674575500899,2.09566719203864,9.13934851234703
Argentina,ARG,2016,43668236,28.5,0.31233308,2.4216962,4.9635406,1.0390866,0.3320769,1.07087744981701,3.56455923936377,11.51077023286037
Argentina,ARG,2016,43668236,28.5,0.31233308,2.4216962,4.9635406,1.0390866,0.3320769,0.66754935526147,2.13836815550515,8.778286169792281
Armenia,ARM,1996,3298903,13.3,0.27534527,2.7881653,3.1285238,0.54182494,0.092257656,14.216142578124998,36.68479248046875,65.65373503594273
Armenia,ARM,1996,3298903,13.3,0.27534527,2.7881653,3.1285238,0.54182494,0.092257656,13.8988232421875,36.62376953125,69.80950814482249
Armenia,ARM,1999,3206033,14.1,0.27417108,2.8251457,3.1428475,0.5419485,0.08917149,12.21169122883909,44.8419437900619,78.20632224839753
Armenia,ARM,1999,3206033,14.1,0.27417108,2.8251457,3.1428475,0.5419485,0.08917149,11.8994137949926,44.76524406946803,82.30975730016984
Armenia,ARM,2001,3133138,14.6,0.274356,2.8439515,3.148805,0.54200447,0.089766726,14.36108621730068,47.40033809371757,80.98281862504513
Armenia,ARM,2001,3133138,14.6,0.274356,2.8439515,3.148805,0.54200447,0.089766726,13.97474937618221,47.23064306363255,83.79923614099194
Armenia,ARM,2002,3105040,14.9,0.27507526,2.8545542,3.1527412,0.5420155,0.09152715,10.51450636610311,43.75913170528073,79.70152369025256
Armenia,ARM,2002,3105040,14.9,0.27507526,2.8545542,3.1527412,0.5420155,0.09152715,9.96660404925902,43.68607806303485,82.89501147985807
Armenia,ARM,2003,3084107,15.1,0.2759816,2.865396,3.1569946,0.5420277,0.094129905,7.851497504159729,39.68905990016639,78.89455074875208
Armenia,ARM,2003,3084107,15.1,0.2759816,2.865396,3.1569946,0.5420277,0.094129905,7.53951747088186,39.6578618968386,82.57591514143094
Armenia,ARM,2004,3065748,15.4,0.27684993,2.874829,3.1602669,0.5420317,0.09737334,5.47565595622281,29.04447874280904,68.12122912866563
Armenia,ARM,2004,3065748,15.4,0.27684993,2.874829,3.1602669,0.5420317,0.09737334,5.31780552827276,28.92521397502455,73.4881436789673
Armenia,ARM,2005,3047254,15.7,0.2774539,2.8829637,3.1614113,0.54202825,0.10007412,2.68591693151246,19.477480187319728,61.260361298797626
Armenia,ARM,2005,3047254,15.7,0.2774539,2.8829637,3.1614113,0.54202825,0.10007412,2.62957038704493,19.369859300352,67.46391615382062
Armenia,ARM,2006,3026490,16.0,0.27789685,2.887293,3.1602807,0.54201835,0.10272496,2.1420064314138902,15.51436060426042,55.8549429829041
Armenia,ARM,2006,3026490,16.0,0.27789685,2.887293,3.1602807,0.54201835,0.10272496,1.998593516126569,15.46492691535325,62.80610959985145
Armenia,ARM,2007,3004398,16.3,0.27839205,2.8886054,3.1577516,0.5420019,0.105622336,1.62852061088683,13.78381201964527,48.36598375635717
Armenia,ARM,2007,3004398,16.3,0.27839205,2.8886054,3.1577516,0.5420019,0.105622336,1.5362026096289,13.69554521530248,55.97315912335185
Armenia,ARM,2008,2983425,16.7,0.27887797,2.892236,3.1548352,0.54198825,0.108818464,0.8928084861308799,9.30633126956495,45.48455905364245
Armenia,ARM,2008,2983425,16.7,0.27887797,2.892236,3.1548352,0.54198825,0.108818464,0.87969424793796,9.22336086676543,52.14971722529884
Armenia,ARM,2009,2964300,17.0,0.27929643,2.8927338,3.1520722,0.54196876,0.11161414,1.33473010765221,13.88233580453662,54.32953986644872
Armenia,ARM,2009,2964300,17.0,0.27929643,2.8927338,3.1520722,0.54196876,0.11161414,1.24765573223897,13.795771044102988,60.747544034409565
Armenia,ARM,2010,2946296,17.5,0.27958736,2.896215,3.150081,0.54194146,0.11388937,0.97446636542865,14.10767358305286,54.960626259626686
Armenia,ARM,2010,2946296,17.5,0.27958736,2.896215,3.150081,0.54194146,0.11388937,0.95146534576944,14.02412369672265,62.10716546110723
Armenia,ARM,2011,2928984,17.9,0.27981967,2.9046485,3.1495562,0.541904,0.11584397,1.2088774208427,13.14456480667719,51.25518503959999
Armenia,ARM,2011,2928984,17.9,0.27981967,2.9046485,3.1495562,0.541904,0.11584397,1.18507093771001,13.130013816123707,59.25432192497204
Armenia,ARM,2012,2914428,18.5,0.2800859,2.9182613,3.150064,0.5418589,0.11758394,0.91699552064881,11.26253153629848,48.28625610992934
Armenia,ARM,2012,2914428,18.5,0.2800859,2.9182613,3.150064,0.5418589,0.11758394,0.83222234925673,11.20396706886803,55.24800126303694
Armenia,ARM,2013,2901386,19.0,0.28036392,2.934571,3.1511166,0.54181325,0.119134255,1.76707741028077,11.36917366373955,46.07609860293579
Armenia,ARM,2013,2901386,19.0,0.28036392,2.934571,3.1511166,0.54181325,0.119134255,1.7382651755770102,11.32801620870457,53.08642029531878
Armenia,ARM,2014,2889937,19.6,0.28063414,2.9476657,3.151906,0.54176444,0.120462425,1.54166806141118,11.412306603750247,44.89415254883669
Armenia,ARM,2014,2889937,19.6,0.28063414,2.9476657,3.151906,0.54176444,0.120462425,1.43914308340864,11.35777860124538,51.051276878901874
Armenia,ARM,2015,2878598,20.2,0.28087538,2.9542494,3.151636,0.5417096,0.1219621,1.26068207464736,9.4624741417712,39.79561532054603
Armenia,ARM,2015,2878598,20.2,0.28087538,2.9542494,3.151636,0.5417096,0.1219621,1.14636006826349,9.43295044921657,46.67745394549248
Armenia,ARM,2016,2865841,20.9,0.28138682,2.955971,3.1497703,0.541649,0.123195335,1.16299109138031,9.57605330247597,37.54998412424885
Armenia,ARM,2016,2865841,20.9,0.28138682,2.955971,3.1497703,0.541649,0.123195335,1.10794656780779,9.52221999588261,42.42207977139285
Australia,AUS,1995,18003002,18.0,0.38836062,4.515698,5.3766356,1.1164132,0.7358509,0.74978226727342,1.22160158423479,1.74976864803661
Australia,AUS,1995,18003002,18.0,0.38836062,4.515698,5.3766356,1.1164132,0.7358509,0.74978226727342,1.22160158423479,1.74976864803661
Australia,AUS,2001,19248146,21.7,0.38848075,4.58546,5.215392,1.1176239,0.81825,0.74741161550504,0.99206492120819,1.4768275365518602
Australia,AUS,2001,19248146,21.7,0.38848075,4.58546,5.215392,1.1176239,0.81825,0.74741161550504,0.99206492120819,1.4768275365518602
Australia,AUS,2003,19699004,22.9,0.3885987,4.7298746,5.4199343,1.1221255,0.89287037,0.99733071126423,1.24127440029811,1.4989561883131002
Australia,AUS,2003,19699004,22.9,0.3885987,4.7298746,5.4199343,1.1221255,0.89287037,0.99733071126423,1.24127440029811,1.7475826358079898
Australia,AUS,2004,19925060,23.5,0.3886471,4.790833,5.5135145,1.1241834,0.9279396,0.49927590617178,0.7125371959930601,0.99589560199279
Australia,AUS,2004,19925060,23.5,0.3886471,4.790833,5.5135145,1.1241834,0.9279396,0.7125371959930601,0.7125371959930601,1.24786432640598
Australia,AUS,2008,21247876,25.7,0.38855332,4.7543907,5.5950637,1.1250721,0.97864956,0.36123243956321,0.66945294632089,0.66945294632089
Australia,AUS,2008,21247876,25.7,0.38855332,4.7543907,5.5950637,1.1250721,0.97864956,0.36123243956321,0.66945294632089,0.66945294632089
Australia,AUS,2010,22019166,26.7,0.38849422,4.6904297,5.615126,1.1250472,0.9927631,0.3491684119292,0.67764916305148,0.67764916305148
Australia,AUS,2010,22019166,26.7,0.38849422,4.6904297,5.615126,1.1250472,0.9927631,0.3491684119292,0.67764916305148,1.00811482510049
Australia,AUS,2014,23469578,29.1,0.38856968,4.56489,5.544875,1.1250142,1.0123483,0.4984838031620799,0.74441490995147,0.74441490995147
Australia,AUS,2014,23469578,29.1,0.38856968,4.56489,5.544875,1.1250142,1.0123483,0.4984838031620799,0.74441490995147,0.99698534579914
Australia,AUS,2016,24195706,30.4,0.38852575,4.4401946,5.67749,1.12502,1.0205263,0.49874177937585,0.49874177937585,0.74748675146511
Australia,AUS,2016,24195706,30.4,0.38852575,4.4401946,5.67749,1.12502,1.0205263,0.49874177937585,0.49874177937585,0.98910437170353
Austria,AUT,1994,7935366,12.5,0.27520266,3.5727391,5.80268,0.901654,0.44142702,0.24839921379949,0.46980848880249,0.7325867794675099
Austria,AUT,1994,7935366,12.5,0.27520266,3.5727391,5.80268,0.901654,0.44142702,0.24839921379949,0.46980848880249,0.97489177215614
Austria,AUT,1995,7947293,12.9,0.27512625,3.5538495,5.8068156,0.9016231,0.44745013,0.99403153139868,1.24650095533525,1.9950448377812304
Austria,AUT,1995,7947293,12.9,0.27512625,3.5538495,5.8068156,0.9016231,0.44745013,0.99403153139868,1.24650095533525,2.24850395652693
Austria,AUT,1997,7967086,13.7,0.2751634,3.4928606,5.790478,0.90166837,0.4600033,0.20907756491374,0.46217007462158,0.70926078853944
Austria,AUT,1997,7967086,13.7,0.2751634,3.4928606,5.790478,0.90166837,0.4600033,0.20907756491374,0.46217007462158,0.924943302447
Austria,AUT,2000,8010425,15.0,0.27531537,3.3730147,5.7588873,0.9017546,0.4785858,0.24160877106211,0.24160877106211,0.24160877106211
Austria,AUT,2000,8010425,15.0,0.27531537,3.3730147,5.7588873,0.9017546,0.4785858,0.24160877106211,0.24160877106211,0.48008440682156
Austria,AUT,2003,8120105,16.2,0.2754227,3.2760923,5.7907057,0.9018226,0.5005945,0.33220325787539,0.40182460757765,0.6182506065130701
Austria,AUT,2003,8120105,16.2,0.2754227,3.2760923,5.7907057,0.9018226,0.5005945,0.33220325787539,0.40182460757765,0.6519439974375
Austria,AUT,2004,8171215,16.6,0.2754722,3.2449446,5.8057036,0.9018207,0.5077192,0.0816528878425917,0.14262783387893,0.28752918388767
Austria,AUT,2004,8171215,16.6,0.2754722,3.2449446,5.8057036,0.9018207,0.5077192,0.0816528878425917,0.14262783387893,0.42373520343259
Austria,AUT,2005,8227034,17.0,0.27549613,3.2177966,5.8164845,0.9018031,0.51429474,0.15369010495473,0.19562123428362,0.35345666028121
Austria,AUT,2005,8227034,17.0,0.27549613,3.2177966,5.8164845,0.9018031,0.51429474,0.15369010495473,0.19562123428362,0.45072752907263
Austria,AUT,2006,8267771,17.5,0.27552652,3.1890857,5.830372,0.90180916,0.5215775,0.0901100072885743,0.23041492898475,0.35668362508586
Austria,AUT,2006,8267771,17.5,0.27552652,3.1890857,5.830372,0.90180916,0.5215775,0.0901100072885743,0.23041492898475,0.47615458229802
Austria,AUT,2007,8294720,17.9,0.27558753,3.1565373,5.8527355,0.90183544,0.53044736,0.37229172908327,0.59875567275408,0.7430533814742399
Austria,AUT,2007,8294720,17.9,0.27558753,3.1565373,5.8527355,0.90183544,0.53044736,0.37229172908327,0.59875567275408,0.77529752996502
Austria,AUT,2008,8321134,18.3,0.27565533,3.1266346,5.8776236,0.90187377,0.53840405,0.47116701963636,0.5820162649488,0.90830472577533
Austria,AUT,2008,8321134,18.3,0.27565533,3.1266346,5.8776236,0.90187377,0.53840405,0.47116701963636,0.5820162649488,0.98540004814558
Austria,AUT,2009,8342939,18.7,0.275704,3.1034918,5.898953,0.90190077,0.5459628,0.6562347202890401,0.73255657946076,0.98020771245772
Austria,AUT,2009,8342939,18.7,0.275704,3.1034918,5.898953,0.90190077,0.5459628,0.6562347202890401,0.73255657946076,1.00748110997773
Austria,AUT,2010,8362829,19.2,0.275704,3.0920737,5.910921,0.9019149,0.5513747,0.49070253233266,0.57520305683479,0.80700995739208
Austria,AUT,2010,8362829,19.2,0.275704,3.0920737,5.910921,0.9019149,0.5513747,0.49070253233266,0.57520305683479,0.8140198995009401
Austria,AUT,2011,8391201,19.6,0.27560493,3.0925705,5.91934,0.90190107,0.55502725,0.41540422967133,0.57502035207195,1.03259006110947
Austria,AUT,2011,8391201,19.6,0.27560493,3.0925705,5.91934,0.90190107,0.55502725,0.41540422967133,0.57502035207195,1.03259006110947
Austria,AUT,2012,8429641,20.1,0.27541992,3.0992143,5.931905,0.9018285,0.5582181,0.6169173685047901,0.71656319027881,1.00753995216346
Austria,AUT,2012,8429641,20.1,0.27541992,3.0992143,5.931905,0.9018285,0.5582181,0.6169173685047901,0.71656319027881,1.06965127800243
Austria,AUT,2013,8479542,20.5,0.2752243,3.1081657,5.9454136,0.90168726,0.56103206,0.33799785519643,0.3766147053708,0.59499488048401
Austria,AUT,2013,8479542,20.5,0.2752243,3.1081657,5.9454136,0.90168726,0.56103206,0.33799785519643,0.3766147053708,0.6671434529073
Austria,AUT,2014,8546066,21.0,0.27508944,3.1144185,5.9566393,0.901455,0.5628904,0.2242602161789,0.33589076950627,0.6665892804870001
Austria,AUT,2014,8546066,21.0,0.27508944,3.1144185,5.9566393,0.901455,0.5628904,0.2242602161789,0.33589076950627,0.73159856418285
Austria,AUT,2015,8642422,21.5,0.2750848,3.117166,5.963028,0.9011552,0.5627958,0.67719302046479,0.73144462460731,0.86877769576611
Austria,AUT,2015,8642422,21.5,0.2750848,3.117166,5.963028,0.9011552,0.5627958,0.67719302046479,0.73144462460731,1.01275184052913
Austria,AUT,2016,8736491,21.9,0.27593783,3.1172068,5.983274,0.90091336,0.5598134,0.6640635484559,0.89279805618639,1.24452787145482
Austria,AUT,2016,8736491,21.9,0.27593783,3.1172068,5.983274,0.90091336,0.5598134,0.6640635484559,0.89279805618639,1.32684041695271
Azerbaijan,AZE,1995,7889335,10.3,0.27407718,2.6854274,2.5374076,0.5229974,0.10844892,7.080844424589331,25.37372426490514,61.25691050520145
Azerbaijan,AZE,1995,7889335,10.3,0.27407718,2.6854274,2.5374076,0.5229974,0.10844892,12.42059232238425,38.71354191113511,77.74078593464786
Azerbaijan,AZE,2001,8282030,12.2,0.27024662,2.684274,2.5466454,0.52280486,0.094266824,2.58273489621592,16.68452258577439,51.9548679848111
Azerbaijan,AZE,2001,8282030,12.2,0.27024662,2.684274,2.5466454,0.52280486,0.094266824,6.15765868315339,28.3343716040956,70.99665447138864
Azerbaijan,AZE,2002,8372128,12.5,0.2707266,2.6902637,2.5477786,0.52276087,0.09534902,0.0428380974544201,0.56752454021275,16.164272384534538
Azerbaijan,AZE,2002,8372128,12.5,0.2707266,2.6902637,2.5477786,0.52276087,0.09534902,0.0795014713702394,2.5633880306969803,48.45349188691674
Azerbaijan,AZE,2003,8462335,12.8,0.27138633,2.698078,2.5490587,0.52271444,0.09680298,0.0,0.91099966655288,17.45616590896736
Azerbaijan,AZE,2003,8462335,12.8,0.27138633,2.698078,2.5490587,0.52271444,0.09680298,0.050580965690929,3.27477272333635,44.57881642196004
Azerbaijan,AZE,2004,8556168,13.2,0.27210444,2.7050302,2.5498493,0.5226743,0.09907625,0.0,0.1555669838438799,13.92888803191154
Azerbaijan,AZE,2004,8556168,13.2,0.27210444,2.7050302,2.5498493,0.5226743,0.09907625,0.0,1.03226939770932,42.32237625001152
Azerbaijan,AZE,2005,8656243,13.6,0.27276427,2.707477,2.5493968,0.5226407,0.101383425,0.0,0.0400937363617427,7.046067947266139
Azerbaijan,AZE,2005,8656243,13.6,0.27276427,2.707477,2.5493968,0.5226407,0.101383425,0.0,0.31486208027957,31.346400201133168
Bangladesh,BGD,1991,109242832,0.6,0.28073725,4.738316,3.0439758,0.39056677,0.08422861,43.47000143121849,83.5365853490182,96.88835649962004
Bangladesh,BGD,1991,109242832,0.6,0.28073725,4.738316,3.0439758,0.39056677,0.08422861,41.94486330841814,83.0846908334749,97.37942798694522
Bangladesh,BGD,1995,117793336,0.8,0.28087974,4.669866,2.9535468,0.39059758,0.08578044,35.03813270447318,74.7999108169101,92.58489108587148
Bangladesh,BGD,1995,117793336,0.8,0.28087974,4.669866,2.9535468,0.39059758,0.08578044,33.668742429376906,74.2846781189508,93.74933749385588
Bangladesh,BGD,2000,129193336,1.1,0.27966917,4.600333,2.9657207,0.39049977,0.08754281,34.22189766703072,72.29921371362995,91.4931892806774
Bangladesh,BGD,2000,129193336,1.1,0.27966917,4.600333,2.9657207,0.39049977,0.08754281,33.32133370797154,71.86069507174874,92.9598966821416
Bangladesh,BGD,2005,140912592,1.6,0.27835163,4.5788054,3.3111982,0.390192,0.09078565,25.117842400683287,65.76808392575745,89.15091623400423
Bangladesh,BGD,2005,140912592,1.6,0.27835163,4.5788054,3.3111982,0.390192,0.09078565,23.96659106381875,65.12927093190437,90.87790934520233
Bangladesh,BGD,2010,148391136,2.2,0.27757654,4.567146,3.1404343,0.3898037,0.09818385,19.17757703683664,59.96110181170232,87.55113615019437
Bangladesh,BGD,2010,148391136,2.2,0.27757654,4.567146,3.1404343,0.3898037,0.09818385,18.223856287092367,59.31461893942167,89.35675656704542
Bangladesh,BGD,2016,159784576,3.4,0.27625337,4.6036625,3.1587863,0.3894343,0.109776355,14.32454635829136,52.2655888060168,84.21573120373034
