,Country,Code,Year,Population (historical estimates),"Indicator:Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%) - Sex:Both sexes",Schizophrenia disorders (share of population) - Sex: Both - Age: Age-standardized,Depressive disorders (share of population) - Sex: Both - Age: Age-standardized,Anxiety disorders (share of population) - Sex: Both - Age: Age-standardized,Bipolar disorders (share of population) - Sex: Both - Age: Age-standardized,Eating disorders (share of population) - Sex: Both - Age: Age-standardized,headcount_ratio_upper_mid_income_povline,headcount_ratio_1000
5920,Senegal,SEN,2001,9938028.0,4.0,0.21513535,3.944246,2.8883982,0.5528386,0.09399164,92.05166467595284,97.82714168302373
5921,Senegal,SEN,2001,9938028.0,4.0,0.21513535,3.944246,2.8883982,0.5528386,0.09399164,94.27274754767396,97.48517561648852
5925,Senegal,SEN,2005,10974066.0,4.7,0.21583033,3.947818,2.8881066,0.5528181,0.09598966,88.80569071235533,97.2777387798979
5926,Senegal,SEN,2005,10974066.0,4.7,0.21583033,3.947818,2.8881066,0.5528181,0.09598966,91.91030864782624,96.72930745538018
5932,Senegal,SEN,2011,12875878.0,6.0,0.21497087,3.9411235,2.8711972,0.55280083,0.09792456,88.42395047591125,97.02901327921089
5933,Senegal,SEN,2011,12875878.0,6.0,0.21497087,3.9411235,2.8711972,0.55280083,0.09792456,90.91322157115184,95.97187311818878
5951,Serbia,SRB,2002,7904272.0,17.2,0.28192544,2.9775953,3.35524,0.5407883,0.117787324,7.6157996416053,37.094721315951176
5952,Serbia,SRB,2002,7904272.0,17.2,0.28192544,2.9775953,3.35524,0.5407883,0.117787324,10.1950226671077,28.5903632183389
5953,Serbia,SRB,2003,7887466.0,17.5,0.28218403,2.956505,3.3597996,0.5407778,0.119659364,11.04924661894384,45.53156665841114
5954,Serbia,SRB,2003,7887466.0,17.5,0.28218403,2.956505,3.3597996,0.5407778,0.119659364,14.85977478483354,36.32307711297118
5955,Serbia,SRB,2004,7863399.0,17.9,0.28243154,2.9374812,3.3643441,0.5407989,0.12173406,16.804358959685732,52.8100760400857
5956,Serbia,SRB,2004,7863399.0,17.9,0.28243154,2.9374812,3.3643441,0.5407989,0.12173406,21.163591433594288,44.80000779206682
5957,Serbia,SRB,2005,7830944.0,18.4,0.28261274,2.9202738,3.3671875,0.5408186,0.12355641,15.37552645912352,48.35383567293375
5958,Serbia,SRB,2005,7830944.0,18.4,0.28261274,2.9202738,3.3671875,0.5408186,0.12355641,19.27951404526659,39.49996725005847
5959,Serbia,SRB,2006,7794792.0,18.8,0.2827815,2.9037662,3.3685405,0.54081154,0.12561597,10.366125810608487,46.90962363667964
5960,Serbia,SRB,2006,7794792.0,18.8,0.2827815,2.9037662,3.3685405,0.54081154,0.12561597,13.60087929013103,36.08470406262432
5961,Serbia,SRB,2007,7758181.0,19.2,0.28300402,2.8852015,3.3700407,0.5408024,0.1273359,9.0846922718831,45.775949234195465
5962,Serbia,SRB,2007,7758181.0,19.2,0.28300402,2.8852015,3.3700407,0.5408024,0.1273359,12.34709727853795,34.343185715706085
5963,Serbia,SRB,2008,7722801.0,19.7,0.28325164,2.8666155,3.3714156,0.54079264,0.1293934,7.256250890604809,43.13419472973033
5964,Serbia,SRB,2008,7722801.0,19.7,0.28325164,2.8666155,3.3714156,0.54079264,0.1293934,10.06771264585518,32.41836044714981
5965,Serbia,SRB,2009,7688037.0,20.2,0.2834988,2.8507,3.3720725,0.54076844,0.13136601,8.27993220111771,44.02977515681911
5966,Serbia,SRB,2009,7688037.0,20.2,0.2834988,2.8507,3.3720725,0.54076844,0.13136601,11.23517795851658,34.1827532706871
5967,Serbia,SRB,2010,7653749.0,20.6,0.28371772,2.839741,3.3716702,0.5407289,0.13288817,11.06928638225922,47.31434325507919
5968,Serbia,SRB,2010,7653749.0,20.6,0.28371772,2.839741,3.3716702,0.5407289,0.13288817,14.495404610467627,36.95337132508233
5970,Serbia,SRB,2012,7591357.0,21.6,0.2845795,2.8229446,3.365633,0.5405978,0.1361638,22.0602370709162,49.024077338260255
5971,Serbia,SRB,2012,7591357.0,21.6,0.2845795,2.8229446,3.365633,0.5405978,0.1361638,24.9553097649109,42.55364306563159
5972,Serbia,SRB,2013,7566674.0,22.0,0.2851511,2.8167434,3.3617408,0.54055643,0.13700922,11.06493675844306,48.01925840810793
5973,Serbia,SRB,2013,7566674.0,22.0,0.2851511,2.8167434,3.3617408,0.54055643,0.13700922,24.72615126235758,53.17637993611054
5974,Serbia,SRB,2013,7566674.0,22.0,0.2851511,2.8167434,3.3617408,0.54055643,0.13700922,14.82837689588387,38.30026026909375
5975,Serbia,SRB,2013,7566674.0,22.0,0.2851511,2.8167434,3.3617408,0.54055643,0.13700922,28.33349369690516,46.272783487599575
5976,Serbia,SRB,2014,7543965.0,22.5,0.2856391,2.8110495,3.3580794,0.540523,0.13842759,25.40133932388239,52.70671426316505
5977,Serbia,SRB,2014,7543965.0,22.5,0.2856391,2.8110495,3.3580794,0.540523,0.13842759,28.17180893593313,46.27241000017025
5978,Serbia,SRB,2015,7519501.0,23.0,0.28591478,2.8073838,3.3545988,0.54047257,0.13928807,6.40926883393709,38.55434535790149
5979,Serbia,SRB,2015,7519501.0,23.0,0.28591478,2.8073838,3.3545988,0.54047257,0.13928807,23.84327549933806,51.46136164188058
5980,Serbia,SRB,2015,7519501.0,23.0,0.28591478,2.8073838,3.3545988,0.54047257,0.13928807,9.0960526513433,28.59801761265386
5981,Serbia,SRB,2015,7519501.0,23.0,0.28591478,2.8073838,3.3545988,0.54047257,0.13928807,27.193394014716688,44.26020336572979
5982,Serbia,SRB,2016,7493288.0,23.5,0.2857797,2.8106384,3.3464797,0.5404228,0.14055094,21.95925188171517,48.5018561224362
5983,Serbia,SRB,2016,7493288.0,23.5,0.2857797,2.8106384,3.3464797,0.5404228,0.14055094,24.56504623936609,41.37896406890845
5993,Seychelles,SYC,1999,78848.0,7.8,0.30548552,2.722215,3.6985762,0.33488315,0.13397491,9.58447073096754,33.24234152259629
5994,Seychelles,SYC,1999,78848.0,7.8,0.30548552,2.722215,3.6985762,0.33488315,0.13397491,12.860175917500747,28.45010615711252
6001,Seychelles,SYC,2006,87110.0,10.0,0.30652985,2.6573365,3.6631038,0.33460274,0.13451593,14.29975083692043,39.0732968871881
6002,Seychelles,SYC,2006,87110.0,10.0,0.30652985,2.6573365,3.6631038,0.33460274,0.13451593,17.71737072421509,35.145994663927986
6009,Seychelles,SYC,2013,96730.0,12.9,0.3101186,2.619188,3.7052233,0.3342918,0.1414508,7.02079095479694,25.697704087123256
6010,Seychelles,SYC,2013,96730.0,12.9,0.3101186,2.619188,3.7052233,0.3342918,0.1414508,9.6720453945403,21.17428239824671
6027,Sierra Leone,SLE,2003,5350917.0,4.2,0.20611188,4.39913,3.620976,0.538402,0.07745424,96.08879511473106,99.3688385645328
6028,Sierra Leone,SLE,2003,5350917.0,4.2,0.20611188,4.39913,3.620976,0.538402,0.07745424,94.80369925382668,98.4017828314742
6036,Sierra Leone,SLE,2011,6612390.0,6.0,0.20667371,4.4206114,3.6285887,0.53835315,0.08091493,94.97847931817108,99.52722673951432
6037,Sierra Leone,SLE,2011,6612390.0,6.0,0.20667371,4.4206114,3.6285887,0.53835315,0.08091493,93.36578163558865,98.0379958022078
6072,Slovakia,SVK,1992,5301897.0,13.8,0.2880517,2.9223967,3.4586635,0.5432015,0.14351402,0.7440164242981501,15.492308452007588
6073,Slovakia,SVK,1992,5301897.0,13.8,0.2880517,2.9223967,3.4586635,0.5432015,0.14351402,2.24672002512819,14.74829200936533
6077,Slovakia,SVK,1996,5358288.0,14.8,0.2880282,2.90875,3.4639943,0.5431936,0.1409816,4.74821196479845,21.23692238623298
6078,Slovakia,SVK,1996,5358288.0,14.8,0.2880282,2.90875,3.4639943,0.5431936,0.1409816,7.746131854018019,20.74240909224845
6086,Slovakia,SVK,2004,5374932.0,17.2,0.28998363,2.8349662,3.4689987,0.54298854,0.14925972,5.38412182258051,37.17203332076786
6087,Slovakia,SVK,2004,5374932.0,17.2,0.28998363,2.8349662,3.4689987,0.54298854,0.14925972,5.0591431917787,20.992316211812
6088,Slovakia,SVK,2004,5374932.0,17.2,0.28998363,2.8349662,3.4689987,0.54298854,0.14925972,12.12300793705451,36.384308778472565
6089,Slovakia,SVK,2004,5374932.0,17.2,0.28998363,2.8349662,3.4689987,0.54298854,0.14925972,8.2545156297472,20.47740834622152
6090,Slovakia,SVK,2005,5376251.0,17.6,0.29015675,2.822717,3.4679728,0.54294574,0.15122125,3.75172218084031,27.8812314427676
6091,Slovakia,SVK,2005,5376251.0,17.6,0.29015675,2.822717,3.4679728,0.54294574,0.15122125,3.1388580494391096,15.532771722930368
6092,Slovakia,SVK,2005,5376251.0,17.6,0.29015675,2.822717,3.4679728,0.54294574,0.15122125,7.61484009635514,27.05671008540461
6093,Slovakia,SVK,2005,5376251.0,17.6,0.29015675,2.822717,3.4679728,0.54294574,0.15122125,5.155759229053429,15.073461313177338
6094,Slovakia,SVK,2006,5377239.0,17.9,0.29061568,2.8081121,3.4669056,0.5429009,0.15345936,1.15556988150752,17.68094364316354
6095,Slovakia,SVK,2006,5377239.0,17.9,0.29061568,2.8081121,3.4669056,0.5429009,0.15345936,2.1453046688949,9.93512247190677
6096,Slovakia,SVK,2006,5377239.0,17.9,0.29061568,2.8081121,3.4669056,0.5429009,0.15345936,3.3362253264170403,17.066407860738668
6097,Slovakia,SVK,2006,5377239.0,17.9,0.29061568,2.8081121,3.4669056,0.5429009,0.15345936,3.4872108277118,9.75828245092434
6098,Slovakia,SVK,2007,5378381.0,18.3,0.2913802,2.7911031,3.4654307,0.5428536,0.1560524,1.15090387672445,16.15811456284808
6099,Slovakia,SVK,2007,5378381.0,18.3,0.2913802,2.7911031,3.4654307,0.5428536,0.1560524,1.9885681009566496,8.827848349619149
6100,Slovakia,SVK,2007,5378381.0,18.3,0.2913802,2.7911031,3.4654307,0.5428536,0.1560524,3.22115567162081,15.19325307545043
6101,Slovakia,SVK,2007,5378381.0,18.3,0.2913802,2.7911031,3.4654307,0.5428536,0.1560524,3.18763388049764,8.42711708025021
6102,Slovakia,SVK,2008,5381641.0,18.7,0.2922494,2.773399,3.463822,0.542808,0.15914044,0.6760049678056099,14.25079538969743
6103,Slovakia,SVK,2008,5381641.0,18.7,0.2922494,2.773399,3.463822,0.542808,0.15914044,2.24621886523814,8.37274039223209
6104,Slovakia,SVK,2008,5381641.0,18.7,0.2922494,2.773399,3.463822,0.542808,0.15914044,2.23276152314418,13.84760528809313
6105,Slovakia,SVK,2008,5381641.0,18.7,0.2922494,2.773399,3.463822,0.542808,0.15914044,3.87065887012552,8.233554232841831
6106,Slovakia,SVK,2009,5388934.0,19.1,0.2930242,2.7572942,3.4621809,0.5427626,0.1620102,0.86756647918588,19.026585618096306
6107,Slovakia,SVK,2009,5388934.0,19.1,0.2930242,2.7572942,3.4621809,0.5427626,0.1620102,2.37779224486105,8.894095617880279
6108,Slovakia,SVK,2009,5388934.0,19.1,0.2930242,2.7572942,3.4621809,0.5427626,0.1620102,3.25304846050752,18.06794402322253
6109,Slovakia,SVK,2009,5388934.0,19.1,0.2930242,2.7572942,3.4621809,0.5427626,0.1620102,3.85965409250145,8.59864600043788
6110,Slovakia,SVK,2010,5396428.0,19.5,0.29350546,2.742725,3.4605832,0.54271483,0.16429439,2.2079501919164,8.57891149024414
6111,Slovakia,SVK,2010,5396428.0,19.5,0.29350546,2.742725,3.4605832,0.54271483,0.16429439,3.4454983636178,8.43703664166441
6112,Slovakia,SVK,2011,5402686.0,20.0,0.29375234,2.7322502,3.457906,0.5426656,0.16675645,2.25640959597928,7.42883719261814
6113,Slovakia,SVK,2011,5402686.0,20.0,0.29375234,2.7322502,3.457906,0.5426656,0.16675645,2.96233695019733,7.043851462502899
6114,Slovakia,SVK,2012,5409283.0,20.4,0.293966,2.7200491,3.4534981,0.54261553,0.16867748,2.6936208269046897,9.14605446448117
6115,Slovakia,SVK,2012,5409283.0,20.4,0.293966,2.7200491,3.4534981,0.54261553,0.16867748,4.51970477136325,8.86927481025576
6116,Slovakia,SVK,2013,5414744.0,20.9,0.2941598,2.7100556,3.4483354,0.54256624,0.17076997,2.93484820022575,9.66959167874333
6117,Slovakia,SVK,2013,5414744.0,20.9,0.2941598,2.7100556,3.4483354,0.54256624,0.17076997,4.12276194790189,9.21907209031661
6118,Slovakia,SVK,2014,5419572.0,21.4,0.29434726,2.702602,3.4433794,0.542519,0.17259449,3.51978257099866,9.643813791340987
6119,Slovakia,SVK,2014,5419572.0,21.4,0.29434726,2.702602,3.4433794,0.542519,0.17259449,4.80676846925724,9.50823764906814
6120,Slovakia,SVK,2015,5424449.0,21.9,0.29454166,2.6960647,3.4395785,0.5424747,0.17460677,2.7936736874601498,9.242373625528549
6121,Slovakia,SVK,2015,5424449.0,21.9,0.29454166,2.6960647,3.4395785,0.5424747,0.17460677,4.28365381619177,9.13757396525128
6122,Slovakia,SVK,2016,5431205.0,22.4,0.29527995,2.6932156,3.4296978,0.54242957,0.17710134,3.18145264030174,7.99805500689073
6123,Slovakia,SVK,2016,5431205.0,22.4,0.29527995,2.6932156,3.4296978,0.54242957,0.17710134,4.25069845538868,7.781695178708651
6127,Slovenia,SVN,1993,1991685.0,14.0,0.2945902,3.7749689,3.4174907,0.5482015,0.15717413,0.5531042480468701,9.71264892578124
6128,Slovenia,SVN,1993,1991685.0,14.0,0.2945902,3.7749689,3.4174907,0.5482015,0.15717413,0.8704235839843699,5.75836181640624
6132,Slovenia,SVN,1997,1989831.0,15.2,0.29523066,3.7157915,3.415553,0.54798603,0.15651421,0.72094852403514,4.96442995108802
6133,Slovenia,SVN,1997,1989831.0,15.2,0.29523066,3.7157915,3.415553,0.54798603,0.15651421,0.72094852403514,3.70438209778009
6134,Slovenia,SVN,1998,1988287.0,15.5,0.2955267,3.6781166,3.4156392,0.54792005,0.15723932,0.38223999023437,7.07645751953124
6135,Slovenia,SVN,1998,1988287.0,15.5,0.2955267,3.6781166,3.4156392,0.54792005,0.15723932,0.6141271972656199,4.208378906249989
6136,Slovenia,SVN,1999,1986263.0,15.8,0.29580837,3.6407268,3.4154978,0.5478539,0.15830022,0.74656841995546,4.72442274490469
6137,Slovenia,SVN,1999,1986263.0,15.8,0.29580837,3.6407268,3.4154978,0.5478539,0.15830022,0.99951138600285,3.24568979776684
6140,Slovenia,SVN,2002,1983769.0,16.8,0.29651693,3.5528603,3.4154725,0.5476495,0.16242416,0.8231332232407299,8.48890992242931
6141,Slovenia,SVN,2002,1983769.0,16.8,0.29651693,3.5528603,3.4154725,0.5476495,0.16242416,0.97273966681847,4.83894470078644
6142,Slovenia,SVN,2003,1989413.0,17.1,0.29683208,3.5234346,3.4163406,0.5475685,0.1646438,0.62473740783638,9.54048945374896
6143,Slovenia,SVN,2003,1989413.0,17.1,0.29683208,3.5234346,3.4163406,0.5475685,0.1646438,0.86162264982267,6.293528620984749
6144,Slovenia,SVN,2004,1996731.0,17.5,0.29712954,3.4906077,3.4166489,0.5474863,0.16660479,0.34596455395881,2.43664678114036
6145,Slovenia,SVN,2004,1996731.0,17.5,0.29712954,3.4906077,3.4166489,0.5474863,0.16660479,0.51796130810313,1.54736032838936
6146,Slovenia,SVN,2005,2004780.0,17.9,0.29736274,3.458315,3.4155588,0.5473989,0.16811678,0.3917974865336,1.92842001391926
6147,Slovenia,SVN,2005,2004780.0,17.9,0.29736274,3.458315,3.4155588,0.5473989,0.16811678,0.51964908955225,1.43468295948424
6148,Slovenia,SVN,2006,2013577.0,18.2,0.29760498,3.4168038,3.412923,0.54731697,0.16993526,0.27273251278516,1.62038418269382
6149,Slovenia,SVN,2006,2013577.0,18.2,0.29760498,3.4168038,3.412923,0.54731697,0.16993526,0.36201850609018,1.11344598994602
6150,Slovenia,SVN,2007,2023230.0,18.6,0.2979254,3.365157,3.4092996,0.5472392,0.17160432,0.1555799977072,1.52958073263899
6151,Slovenia,SVN,2007,2023230.0,18.6,0.2979254,3.365157,3.4092996,0.5472392,0.17160432,0.22921460456414,0.92029058537311
6152,Slovenia,SVN,2008,2034037.0,19.0,0.298263,3.3104546,3.4051182,0.5471558,0.17345054,0.0531736040089881,1.13562420341298
6153,Slovenia,SVN,2008,2034037.0,19.0,0.298263,3.3104546,3.4051182,0.5471558,0.17345054,0.11431689376128,0.67375481647659
6154,Slovenia,SVN,2009,2045578.0,19.4,0.29855317,3.2616494,3.4013062,0.54708517,0.17497812,0.15882389967989,1.39925412326937
6155,Slovenia,SVN,2009,2045578.0,19.4,0.29855317,3.2616494,3.4013062,0.54708517,0.17497812,0.2149703238517,0.8375072930741599
6156,Slovenia,SVN,2010,2057294.0,19.8,0.29873276,3.2262132,3.3985589,0.54702723,0.17599195,0.0711763751358627,1.30268279477976
6157,Slovenia,SVN,2010,2057294.0,19.8,0.29873276,3.2262132,3.3985589,0.54702723,0.17599195,0.12822213052362,0.64299054998149
6158,Slovenia,SVN,2011,2065457.0,20.2,0.29887468,3.198042,3.396629,0.5469755,0.17654982,0.15945312532877,1.32249051795699
6159,Slovenia,SVN,2011,2065457.0,20.2,0.29887468,3.198042,3.396629,0.5469755,0.17654982,0.28198775092738,0.87715061596404
6160,Slovenia,SVN,2012,2069365.0,20.6,0.2990663,3.170064,3.3948138,0.5469312,0.17746557,0.19420707572871,1.8846679217835696
6161,Slovenia,SVN,2012,2069365.0,20.6,0.2990663,3.170064,3.3948138,0.5469312,0.17746557,0.30398934049347,1.16255456812975
6162,Slovenia,SVN,2013,2072374.0,21.1,0.29926476,3.1455755,3.3929334,0.5468908,0.17795832,0.20746012934317,2.40716793404207
6163,Slovenia,SVN,2013,2072374.0,21.1,0.29926476,3.1455755,3.3929334,0.5468908,0.17795832,0.38203029871896,1.65880421787346
6164,Slovenia,SVN,2014,2074923.0,21.6,0.2994261,3.1279106,3.3910072,0.5468587,0.17820108,0.1539338671898,1.71988460375599
6165,Slovenia,SVN,2014,2074923.0,21.6,0.2994261,3.1279106,3.3910072,0.5468587,0.17820108,0.25286334532533,0.99550159544539
6166,Slovenia,SVN,2015,2080865.0,22.0,0.29950804,3.1176937,3.3889303,0.54683584,0.17944098,0.14763591106494,1.48384718265337
6167,Slovenia,SVN,2015,2080865.0,22.0,0.29950804,3.1176937,3.3889303,0.54683584,0.17944098,0.2534979769775899,1.08446523649155
6168,Slovenia,SVN,2016,2090020.0,22.5,0.29934824,3.1237047,3.3792083,0.54681283,0.18036084,0.13067548432352,1.14930839893912
6169,Slovenia,SVN,2016,2090020.0,22.5,0.29934824,3.1237047,3.3792083,0.54681283,0.18036084,0.207122079649,0.75276085900334
6185,Solomon Islands,SLB,2005,482496.0,13.9,0.25556937,3.0275679,3.9115083,0.25493413,0.063161135,88.50835437095913,96.67048666143415
6186,Solomon Islands,SLB,2005,482496.0,13.9,0.25556937,3.0275679,3.9115083,0.25493413,0.063161135,90.99092009406064,95.99656311385196
6193,Solomon Islands,SLB,2012,567771.0,17.9,0.2547996,3.00334,3.991609,0.2548802,0.06472914,84.45964715013187,96.46480307914538
6194,Solomon Islands,SLB,2012,567771.0,17.9,0.2547996,3.00334,3.991609,0.2548802,0.06472914,88.48579838911625,95.5882351646292
6229,South Africa,ZAF,1993,42525444.0,14.3,0.22216369,4.1541343,3.777796,0.5566754,0.1498963,66.8565955238779,81.3895404264955
6230,South Africa,ZAF,1993,42525444.0,14.3,0.22216369,4.1541343,3.777796,0.5566754,0.1498963,71.05225774199882,80.02739984971137
6237,South Africa,ZAF,2000,46813272.0,18.1,0.22208366,4.075087,3.8799691,0.55676305,0.14771979,70.16112060111993,84.26789626633361
6238,South Africa,ZAF,2000,46813272.0,18.1,0.22208366,4.075087,3.8799691,0.55676305,0.14771979,74.29744403682817,82.97822317328927
6243,South Africa,ZAF,2005,49017156.0,20.6,0.22347493,3.994201,3.875625,0.5568689,0.15176381,67.68504760654965,79.97987617687814
6244,South Africa,ZAF,2005,49017156.0,20.6,0.22347493,3.994201,3.875625,0.5568689,0.15176381,71.80574519946926,78.96853500787357
6247,South Africa,ZAF,2008,50565816.0,22.2,0.22459619,4.057042,3.8166,0.55693334,0.15509464,57.610404618862766,73.91593548633149
6248,South Africa,ZAF,2008,50565816.0,22.2,0.22459619,4.057042,3.8166,0.55693334,0.15509464,62.35496702949538,72.42452528621016
6250,South Africa,ZAF,2010,51784928.0,23.3,0.22514494,4.108706,3.786362,0.556962,0.15735991,56.007025362073335,72.42463315132144
6251,South Africa,ZAF,2010,51784928.0,23.3,0.22514494,4.108706,3.786362,0.556962,0.15735991,60.90963945975882,70.82288095611266
6255,South Africa,ZAF,2014,54729556.0,25.8,0.22476043,4.2062464,3.7955866,0.5569868,0.162355,56.90591613112331,73.10773458256205
6256,South Africa,ZAF,2014,54729556.0,25.8,0.22476043,4.2062464,3.7955866,0.5569868,0.162355,61.62114252163619,71.49596375915695
6319,South Korea,KOR,2006,48049348.0,3.6,0.29815632,1.9788059,3.2484915,0.5010596,0.30023378,1.24632146545138,4.96097057103594
6320,South Korea,KOR,2006,48049348.0,3.6,0.29815632,1.9788059,3.2484915,0.5010596,0.30023378,1.99465235018798,4.73905340118547
6322,South Korea,KOR,2008,48398632.0,3.9,0.2988178,2.0307343,3.311071,0.5010987,0.30619997,1.24420836233157,4.7431013512176
6323,South Korea,KOR,2008,48398632.0,3.9,0.2988178,2.0307343,3.311071,0.5010987,0.30619997,1.73703113313391,4.48964546505881
6325,South Korea,KOR,2010,48813036.0,4.1,0.2993311,2.0781655,3.3784516,0.50106794,0.31287393,1.49003399653462,4.74671086589676
6326,South Korea,KOR,2010,48813036.0,4.1,0.2993311,2.0781655,3.3784516,0.50106794,0.31287393,2.2300753741017703,4.49553914921303
6328,South Korea,KOR,2012,49634188.0,4.4,0.29940864,2.1055675,3.4424362,0.50096184,0.32138288,1.23809481593514,3.99269157525232
6329,South Korea,KOR,2012,49634188.0,4.4,0.29940864,2.1055675,3.4424362,0.50096184,0.32138288,1.7483083292432495,3.99269157525232
6331,South Korea,KOR,2014,50558044.0,4.6,0.29943326,2.12976,3.493538,0.5007655,0.33138984,0.98287301630495,3.2457820698780804
6332,South Korea,KOR,2014,50558044.0,4.6,0.29943326,2.12976,3.493538,0.5007655,0.33138984,1.48088376800247,3.2457820698780804
6334,South Korea,KOR,2016,51309984.0,4.9,0.29945716,2.1219714,3.3655744,0.50056434,0.34217376,0.73709368826352,2.74792053652808
6335,South Korea,KOR,2016,51309984.0,4.9,0.29945716,2.1219714,3.3655744,0.50056434,0.34217376,1.22806324678239,2.74792053652808
6340,Spain,ESP,1990,38889888.0,15.8,0.26533097,4.083788,4.6099052,0.9199943,0.4630874,2.74633853255591,12.24992488672244
6341,Spain,ESP,1990,38889888.0,15.8,0.26533097,4.083788,4.6099052,0.9199943,0.4630874,2.99353411313378,7.99421100668224
6346,Spain,ESP,1995,39814568.0,17.6,0.26510584,3.799392,4.6159086,0.9198195,0.49087846,4.24534807673478,11.24994059695778
6347,Spain,ESP,1995,39814568.0,17.6,0.26510584,3.799392,4.6159086,0.9198195,0.49087846,4.4743798145113605,8.47146544827693
6352,Spain,ESP,2000,40741652.0,19.6,0.26556897,3.7428038,4.1303062,0.91902083,0.51308703,1.49287736638186,4.73462147857271
6353,Spain,ESP,2000,40741652.0,19.6,0.26556897,3.7428038,4.1303062,0.91902083,0.51308703,1.74895481783351,3.72559659359685
6356,Spain,ESP,2003,42230268.0,20.8,0.26573914,3.766802,4.311017,0.9220768,0.53182846,2.10833060314366,5.6758281530755
6357,Spain,ESP,2003,42230268.0,20.8,0.26573914,3.766802,4.311017,0.9220768,0.53182846,2.24810437964551,4.04513253142989
